"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
0,0,0,0,0,0,0,0,0,0,0.00079999999999996,0.2184,0,0,0,0,0,0,2.2068,0,0.97,0,0,0.0438,0,0,0,0,0,0,-5.28882493355809e-16,0,0.0173999999999999,-6.89656665109339e-16,0,0,0,0,0,0,0.00689999999999996,0,0,0.0298,0,0.97,0,0,0.00324999999999996,0.255,0,0,0,0.127,2.344,13.57,82.69
0,0,0,0,0,0,0,0,0,0.0225999999999997,0,0,0,0,0,0,0,0,2.32,0,0,0,-7.32192084740291e-16,0,-2.91988655476416e-16,0,0.707,0,0,0,0,0,0,0,0,-4.82947015711943e-17,0,0,0.0192999999999999,-5.20417042793042e-17,0,0,0,0,2.32,2.32,0,-1.27328703136698e-16,0,0.1107875,0.000579999999999991,0.18934,0.00290999999999984,0,1.666,5,25
0,0.0215999999999998,0,0,0,0,0,0,0.0166,0,0,0,0,0,0,0,0,0,3.22,0,0.6303,0,0,0,0,0.00409999999999973,0,0,-1.55431223447522e-16,0,0,0,0,0,0,0,0,-2.18922102668273e-17,0,0,0.0303,0,-1.15255027743899e-16,0,0,1.07,-5.11656689239359e-17,0,0,0.197,0,0.334124,0,0,2.34608,12.63,44
0,0,0,0,0.86,0,0.0156,0,0,0.0679999999999998,-3.2612801348364e-17,0.3499,0,0,0,0,0,0,2.7252,0,0.86,0,-4.56162885242861e-16,0.0919,0.1117,0,0.3124,0,0,0,0,0,0,0,-6.24500451351651e-17,0,0,0.0296,0,0,0.86,0,0.024,0.86,0.5209,0.86,0.00399999999999998,0,0,0.152,0.00691,0.09913,0,0,1.192,3,31
0,0,0,0,0.0730999999999998,0,0,0,0,0,0,0,0.0072999999999999,-3.07531777821168e-16,0,0,0,0,2.1048,0,0,-1.24039667426246e-15,0,0,0,0,0.3655,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0.93785,1.44,0,0,0,0,0,0.247,0,0,1.684,6.61,32
0,0,0,0,0,0.34,0,0,0,0,0,0.69,0,0,0,0,0,0,0.913833333333333,0,0.0674999999999997,-1.07969189144796e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52575738102223e-17,0,0,0,0,0.34,0,0,0,0.34,0.7951,0,0,0.00259999999999995,0,0,0,0,0,1.495204,5,70
0,0.000299999999999693,0,0,0,0,0,0,0,0,0,0,0,0,-1.24206200879939e-16,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599999999999998,0,0,0,0,0,0,0,0.0338,0,-1.60704782814491e-16,0,0,0.9,0,0,0,0.174,0,0.05482,0,0,1.222,4,22.08
0,0.0119999999999999,0.49,0,0,0.49,0,0,0,0.0214999999999998,0,0.5508,0.0976,0,0,0,0,0,2.47,-1.13520304267922e-16,0.99,0,0,0,0.0204999999999998,0,0.1147,0,0,0,0,-5.59344237593962e-16,0,0,0.00229999999999994,0,0,-1.53523027623947e-17,0,-4.74620343027254e-17,0,0,0,0.1991,0,0.0931,0,0,0,0.093,0,0.093,0,0,1.46732,4,51
0,0,0,0,0.0281999999999998,0.0369999999999999,0,0,0,0,0,0.3177,0,0,0,0.0944999999999999,0.0116999999999997,0,0,0,0,-9.14684994413051e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843,0,0,0.00265999999999995,0.943,0,0.943,0,0,2.166,5,13
0,0.4346,0,1.7935,0.4221,0.48,0,0,0.48,0,0.48,0.48,0,0,0.3618,0.662,0,1.92,0.96,0.2187,1.2346,0.7834,0.48,0,0.5231,0,0,0,0,0,0,-3.86773946203789e-16,0,0,0.108,0,0,0,0,0,0.0794,0,0.48,0,0,0,0.0577,0.0907,0,0,0,0.4679975,0,0,4.437,134.076666666667,142
0,0,0,0,0,0.0148999999999999,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0.3214,0,-7.19008186322867e-16,0,0,0.0190999999999997,0,0,0,0,0,-6.44900799429138e-16,0,-7.70217223333702e-16,0,-5.759281940243e-17,0,0,0,0,0,0.0211999999999998,-1.42177936091059e-16,0,0,0.4426,0,0,0,0,0,0,0,0,1,1,5
0.1388,0,0.1451,0,0,0,0,0,0,0,0.00889999999999996,2.01,0,0,0,0,0.0323999999999997,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,-6.01602101468757e-16,0,0,0,0,0.0120999999999998,0,0,0,0,0,0,0,0.67,0,-3.22918775053083e-17,0,0,0,0,0.07673,0.0106999999999999,0,1.592,6.012,43
0,0,0.59,0,0.19,0,0,0,0.0314,0,0,0.39,0.19,0,0,0.1169,0.19,0.19,2.5252,0,0.59,0,0,0,0,0,0.0505999999999995,0.00309999999999941,0,-2.10664818922623e-16,0.00229999999999953,0,0,0,0,0,0,0,0,0,0.00189999999999996,0,0,0.1454,0.39,0.19,0,0,0.02239,0.232,0,0.21295,0.038,0,1.129,4,98.1
3.84,0,0.2294,0,0,0.0219,0,0,0,0,0.0662,0,0,0,-9.25648446781224e-17,0,0.00919999999999973,0,2.13725,0,0,-1.04249942012302e-15,0,0,0.0818999999999998,0,0,0,0,0,0,0,0.0700999999999999,0.00899999999999949,0,0,0,0,0,0,0,0,0,0,0.8609,3.84,0,0,0,0.645,0.00243999999999999,0,0,0,1,1,6
0,0,0,0,0,0,0,0.0565999999999999,-3.44169137633799e-17,0,0.00999999999999995,0,0,0,0,0.4292,0,0,5,0,1.32403333333333,0,0,0,0,-2.67563748934663e-16,0,0,0,0,0,0,-2.50910403565285e-16,0,0,0,0,0,0,-5.14865927669916e-17,0,0,0,0,0,5,0,0,0,0.05554,0,1.724,0.0220799999999999,0,1,1,6
0,0,1.16,0,0,0,0,0,0,0,0,0,0,0.0457999999999999,0.00829999999999994,0.4393,0.1275,0,1.16,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0.0393,0,0.0289,0,1.16,-8.03176969377262e-18,0.55445,-3.63598040564739e-17,0.2128,0,0,0,1.16,1.16,0,0,0.03888,0,0.01743,0.578,0,0.0236,1.36,5,86.02
0,0.3104,0.3667,-6.35325125841746e-16,0,0.2506,0,0,0,0,0.0804,0,0,0.0673999999999999,0,0,0,0,0,0,0,0.00569999999999935,0.1613,0.1682,0,0,0,0,0,0,0.0381999999999997,0,0,0,0.00239999999999996,0,0.3371,0.0333,0,0.00589999999999996,0,0.5871,0,0,0,4,0.00829999999999998,0,0,0.684,0,0.0957133333333333,0.12003,0,1.125,2,9
0,0,0,-7.36077865326479e-16,0,0.57,0,0,0,0,0,0.2527,0,-1.72431513512095e-16,0,0,0,0,2.4601,0,2.89,0,0,0.00569999999999999,0,0,0.2113,0,0,0,0.00119999999999974,-5.1313120419394e-16,0,-5.11118924961806e-16,0,0,0.57,0.00229999999999999,0,-4.8988590961585e-17,0,0,0,0,1.73,0.7604,0,0,0.02947,0,0,0,0,0,1.555955,5,51
0.54,0,0.2813,-6.17700335325821e-16,0,0,-2.12330153459561e-17,0,0,0,0,0.5815,0.54,0,0,0,0,0,3.82,0,0.54,0,0,0.0136,0,0,0,0.0358999999999996,0,0,0,0,0,0,0,0.017,0.54,0,0,0,0.083,0.0602999999999999,0.0725,0,1.09,0,0,0,0,0.294,0,0.392,0,0,1.7696,7,75
0.0246,0,0.1689,0,0,0.0193999999999999,-2.0122792321331e-17,0,0,0.0265999999999996,-5.97438765126412e-17,0,0,0,0,0,0,0,4.16,0,0,0,0,-1.14630527292547e-16,0,0,0,0,0,0,0,-5.28327381843496e-16,0.2397,0,0,0,0,0,0,0,0.0956,0,0,0,1.31075,0.3458,0,0,0,0,0.00721,0,0,0,1.5,4,24
0,0,0,0,0.0846999999999999,0,0,0,0,0,0,0,0.0170999999999999,0,0,0,0,0,3.19,0,1.06,0,0,0,0,0,0.1158,0,0,0,-4.21052082089091e-16,0,0.00549999999999986,0,0,0,0,0,-3.95516952522712e-17,0,1.06,0,0,0,1.06,1.06,0,0.00339999999999988,0.00500999999999996,0,0,0.398,0,-8.13238365537927e-17,1.181,4.15,26
0,0,0,0,0.1864,0,0,0.0423999999999998,0,0.0770999999999998,0,1.29,0,0,0,0,0,0,1.6654,-1.44606548957427e-16,0.3854,0,0,0.0064999999999999,0,0,0,0,0,0.0474999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,-4.32466562561018e-17,0,0,0.105,0.105,0,0.00210999999999982,0,1,1,30
0,0.0323999999999999,0,0,0,0,0,0.0596999999999999,-2.56739074444567e-17,0,0,0,0,0.0204999999999998,0,0,0.0257999999999998,0,1.1397,0,0,-8.58479953791402e-16,0,0,0,0,0.0521999999999996,0,0,0,0,0,0,0,0,0,0.89,0,0.44,0,0,0,0,0.0529,1.34,2.69,0,0,0,0.14915,0,0,0,0,2.59651,22.16,137
0.0724,0,0,0,0.2881,0,-1.87350135405495e-17,-1.4432899320127e-16,0,0,0,3.84,0,0,0,0,0,0,2.5194,0,0,0,0,0.00559999999999991,0,0,0,0,0.0467999999999999,0,0,0,0,0,-6.88338275267597e-17,0,0,0,0,-5.13478148889135e-17,0,0,0,0,0.5632,1.92,-3.34281213820731e-17,0,0,0.12514,0,0,0,0.00685999999999995,1.166,3,14
0,0,0.3916,0,0,0,0,0,0,0.0721999999999999,0,1.34,0,0,-8.72218963721139e-17,0,0,0,4.69,0,0.5753,0,0,0.00189999999999996,0,0,0,0,0,0.67,0.0203999999999998,0,0,0,0,0.0188,0.1187,0,0.1053,0,0.0671,0,0.0344,0,0,0.67,0,0,0,0.493,0,0,0,0,1.24,3,31
0,-2.34534613952064e-16,0,0,0,0,0.0377,0,0,0,0,0,0,0,0,1,0,0,7.4,0,0.809733333333333,0,-7.17065296029773e-16,-2.05391259555654e-17,0,0,0.5698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,-5.64132074387658e-17,0,0,0.04628,0,0,1,1,8
0,0.1428,-2.2815083156047e-16,0,0,0,-1.70696790036118e-17,0,-3.77475828372553e-17,0,0,0.0332999999999996,0,0,0,0,-4.3159920082303e-16,0,0,0,0,0,0,0,0,0,3.6618,-5.1986193128073e-16,0,0,0,0,0,0,0,0,0,0,0.0281,0,0,0,0,0,0.7543,4.16,-4.00287442081648e-17,0,0,0,0.05279,0,0,0,1,1,9
0,0,0.0562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446999999999999,3.261,-1.54598556179053e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,-7.56270046586849e-16,0,0.000599999999999955,0,0,0,0,0,0,0,2.77555756156289e-19,0,1,0,0,0,0.03075,0,0.06608,0,0,1.428,3,20
0,0.0334999999999998,0,0,0,0.00569999999999998,0,0,-2.37310171513627e-17,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0.0195999999999999,0,0,0,0,0,0.0130999999999999,0,0,0,0,0,0,0,-1.40859546249317e-17,0.0285,-5.45397060847108e-17,0,2.12,0,0,0,2.12,-3.81986109410093e-17,0,0,0.344,0.00512,0,0,0,1.4,5,14
0,0,0,-7.16787740273617e-16,0.2148,3.57,0,0.0294999999999999,0,0,0,0,0.0391999999999999,-2.00256478066763e-16,0,0,0,0,2.2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6815,3.57,0,0,0,0,0,0,0.0169199999999999,0,1,1,7
0,0,0,0,0,0,0.0147,0,0,0,0.00679999999999995,0,0.1732,0,0,0,0.0116999999999997,0,2.43156,-1.16989751219876e-16,0.694,-6.49619247283795e-16,0,0,0,0,0,0.00629999999999968,0,0.00169999999999992,0,0,0,0,0,0,2.85,0,0,0,0,0.15285,0,0.1077,2.85,2.85,0,0,0,0.473,0,2.843,0,0,1.294,5,22
0,0,0,-8.8110074791814e-16,0,0,0,0,0,0,0,0.1901,0,0,-1.0547118733939e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521999999999999,0,0.00959999999999977,0,0,-5.2652326942848e-16,0,0,3.57,-1.27849120179491e-17,0,0,0,0,0,0,3.57,3.57,0,0,0,0.564,0,0,0,0,1.454,5,16
0,0.1956,0,0,0,0,0,0,0,0,0,0,0.0748999999999999,0,0,0,0,0,6.66,-1.33226762955019e-16,0,0,0.0177999999999996,0,0,0,0,0,-9.99200722162641e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0.00249999999999996,0,0,0.537,0,1.075,0,0,1.2,3,12
0.0119,0,0.1291,0,0,0,0,0,0,0,0.00599999999999995,0.1634,0,0,0,0,0,0.000299999999999931,1.44,0,0,0,0,0,0.00669999999999984,0.0980999999999999,0,0,0,0,0,0,0,0,0,0,0.3549,0,0.28,0,0,-6.57807142090405e-17,0,0.0232,0.2451,1.72,0,0,0,0,0,0,0,0.00572999999999997,2.557,16,179
0,0,0.4306,0,0.1224,0,0,0,0,0,0,0,0.0705,0,0,0,0,0.68,4.08,0.00399999999999991,0.6824,0,0,0,0.0846999999999999,0,0,0,0,0,0.00339999999999973,0,0,0,0.00959999999999994,0,0.68,0,0.1951,0,0,0.0648,0.1315,0,1.36,0.68,-2.05391259555654e-17,0,0.02803,0.38,0,0,0.01154,0.00416999999999998,1.607,13.43,142.545
0.49,0,0.3463,0,0.49,0,0.00399999999999999,0.0103999999999999,0.0206,0,0.00639999999999997,0.99,0,0,0,0,0.0448999999999999,0,0.99,0,0.3192,0,0.0270999999999996,0.0237999999999999,0,0,0,0,0,0,0,-4.61991556122143e-16,0,0,-6.27276008913213e-17,0,0.2008,0,0,0,0,0,0.0111999999999999,0.0958,0.99,0.49,0.000899999999999974,0,0,0,0,0.091,0,0,1.214,5,51
0,0.0116999999999998,0,0,0.0588999999999999,1.21,0,0,0,0,0.0111999999999999,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0.2773,0,0,0,0,-5.13686315706252e-16,0,0,0,0,1.21,0.00249999999999999,0,0,0,0,0,0.0884,1.21,0,0,0,0,0.16569,0.00619,0,0,0,1.596886,5,45
0,0.2194,0,0,0,0,0,0,0,0,0,2.38,0,0,0.0151999999999999,0,0,1.19,2.38,0,1.214,-8.57508508644855e-16,0,0.2482,0,0,0,0,0,0,0,0,0,0,0,0.00589999999999997,0.0144999999999998,0,0,0,0,3.57,0,0,0,0,0,0,0,0.08456,0,0,0.197,0.01352,2.18515,4,30
0,0,0,-1.08552056232725e-15,0,0,-2.22044604925031e-17,-1.98452365651747e-16,0,0,0,3.57,0,0,0,0,0.0026999999999996,0,0,0,0,0,-7.29416527178728e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1012,0,0,0,0,0,0,0,0,0.1095,0,0,0,0.438,0,0.05651,0,0,1,1,9
0.0904,0,0.279775,-1.01432751087316e-15,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,-6.37545571890996e-16,0,0.0079999999999999,0,0,0.1269,0,0,0,0,0,0,0,0,0.9,0,0,0,0.193,0,0,0,0.08279,0,0,-2.21073159778484e-16,0.00215999999999994,1.515,5.38,50
0.067,0.0882999999999998,0,0,0,0,0.0802,0,0,0,0,0,0,0,0,0,0,0,3.563525,0,1.1512,0,0,0,0,-2.39808173319034e-16,0.6016,-5.92026427881365e-16,0.0321999999999999,0,-4.71289673953379e-16,0,0,0,-6.85562717706034e-17,0,0,0,0,0,0,0,0.0055999999999999,0,5,5,0,0,0,0,0,0.3002775,0,0,1,1,7
0.0566,0,0.17,0,0.1856,0.08,0,0,0.0107,0,0,0.2634,0.08,0,-7.22338855396742e-17,0,0,0.0641,4.19,0,1.39,0,0,0,0,0,0.0470999999999994,0,0.0130999999999999,0,0,0,0,0,0,0.0158,0,0.000699999999999987,0,0,0,0.00179999999999987,0,0,0.26,0.1449,0,0,0.031,0.078,0,0.078,0,0,1.114,9,272
0.0169999999999999,0,0,-1.00877639575003e-15,0.0458999999999998,0,0,0,0,0,0,0,0,0,0,0,0.00599999999999951,0,5.71,0,0,0,0,0,0.00869999999999964,0,0.6176,0,0,0,0,0,0,0,0,-5.19029264012261e-17,0,0,0,0,0,0,0,0,2.85,2.85,0,0,-5.57887069874141e-17,0,0,0,0,0,1.111,3,20
0,0.2242,0,0.00949999999999926,0,0,0,0,0,0,0.00879999999999996,0,0,0,0,0,0,0,2.17,0,2.17,0,0.0325999999999998,0,0,0.0772999999999999,0,0,0.0834,0,0,0,0.1958,0,0,0,0,0,0,0.0194,0,0,0.0207999999999999,0,2.17,0.5408,0,0.0644999999999999,0.06746,0.743,0,0.371,0,0.371,1.714,13.97,24
0,0,0,0,0,-1.17961196366423e-16,0,0,0,-6.54754028772686e-16,0.0130999999999999,0,0,0,0,0.0339999999999998,0,-4.17166301502903e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.88338275267597e-17,-6.41153796721028e-17,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0.27526,0,0,1.68918,5.15,8
1.31,0,0.1537,0,0,0.0241999999999999,0,0,0,0.0620999999999998,0,0,0,0.000899999999999885,0,0,0,0,0,0,0.2623,-8.96921426019048e-16,0,0,0,0,0,0,0,-1.65145674912992e-16,0,0,0,0,0,0,0,-1.13971332371676e-17,0,0,0,0,0,0,1.31,1.31,0,0,0,0,0,0.08759,0.00117999999999985,0.00557999999999994,1.25,3,40.4833333333333
0,0,0,0,0,0.0398,0,0.0568999999999999,0,0,0.0168,0.84,0,0,0,0,0,0,5.04,0.4868,0.84,0,0,0,0,0,0.1355,0,0.00389999999999992,0,-5.6399329650958e-16,-6.43304853831239e-16,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0.143,0,0.143,0.0343299999999998,0,1.37,4,37
0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0.00369999999999989,0,0,0,2.6858,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0.0702999999999998,0,0,0,0,0,0.0688999999999999,-5.59274848654923e-17,0,0.1491,0,0,0.93,0.2716,-4.02195637905223e-17,0,0,0.1296,0,0.165,0,0,1.238,4,26
0,0,0,-1.02834407655905e-15,0,0.0119999999999999,0,0,0,0,0,0,0.1016,0,0,0,-4.75175454539567e-16,0,2.17,-1.38083988687754e-16,0,0,0,0.00919999999999994,0,0,0.9224,0,0,0,-4.69901895172597e-16,0,0,0,-6.82787160144471e-17,0,0,0,0,0,0,0.0231999999999999,0,0,0,0.3164,0,0,0,0,0,0.704,0,0,1,1,10
0,0,0,-8.10740363732521e-16,0.2717,0,0,-1.26981758441502e-16,0,0,0,0,0,0,0.00809999999999989,0,0,0.0389999999999998,3.7,0,0.4238,0,0,0.0213999999999999,0,0,2.1772,0,0,0,0,0,0,0,0,0.0146,0.0197999999999998,0,0.0284999999999999,0,0,0,0,0,0,0,0,0,0,0,0.00271999999999999,0.68,0,0,1,1,11
0,0,0,0,0,0,0,0.4325,0,0,0,0,0.1983,0,0,7.69,0,0.3001,7.69,0.0943,0,0,0,0.8848,0,0,1.2419,0,0,0.00399999999999997,0,0,0.1566,0.00339999999999957,0,0,0,0,0,0.0427,0.0234,0,0.0184999999999999,0,0,0,0,0,0.03493,0,0,0,0,0,1,1,90.986
0,0,1.04,0,0,0,0,0,0,1.04,0,0.662641666666667,0,0,0,0,-3.50275364269237e-16,0,5.2,0,0,0,0,0,1.04,0,0,0,0,0.154,0,0,0,0,0,0,0.1015,0,0,-4.67681449123347e-17,0,0,0,0,0.6264,0,0,0.0181,0,0.211,0,0.11842,0,0,1.16,7.91,29
0.0795,0,0.2056,0,0,0,0,0,0,0,0,1.53,0.0268,0,0,0.0085999999999999,0.0169999999999999,0,4.61,0,0.5527,0,-5.62327961972642e-16,-2.62290189567693e-17,0,0,0.2448,0,1.53,0.0946,0,-4.17443857259059e-16,0,-4.45962711204118e-16,0,0,0,0,0.03448,0,0,0,0,0,0.0973,0,0,0.0389999999999999,0,0,0,0,0,0,2.222,10.42,60.01
0,0,0.3431,0,0.275,0.79,0,0,0,0.1592,0,0,0,0,0,0,0,0.2355,3.17,0,0.7364,0,0,0,0,0,0,0,0,0,0,-5.9459381862581e-16,0,0,0,0.00614999999999995,0,0,0,0,1.58,0,0,0,0.4729,0,0.000899999999999965,0.0130999999999998,0,0,0,0,0,0,1.076,2,28
0.13,0,0.4275,0,0,0,0,0.27,0,0,0.27,1.93,0.1453,0,0,0,0,0.27,2.3288,0,0.13,0,0,0,0,0,0,0,0.0352999999999999,0,0,-4.46240266960274e-16,0.093,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0.13,0.02799,0.023,0.046,0.15979,0.02288,0.00345999999999998,1.279,11,183
0,0,0,-1.03653197136566e-15,0,0.0872,0,0,0,0.0631999999999997,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,-1.52794443764037e-16,0,0,0,0,0,0,-2.23987495218125e-16,0,0,0,0,0,-1.02973185533983e-16,0.0422,0.61,0,0,0,0,0.118,-1.2490009027033e-17,0.10344,0.118,0.00604999999999995,1.59,5,35
0,0.0594999999999998,0,0,0,0,0,-1.22540866343002e-16,0,0,0,0,0,-1.65215063852031e-16,0,0.00949999999999984,0,0,1.6591,0,0.3926,0,0,0.0204,0,0,0,0,0,0,0,0,0.0657999999999999,0,0,0,0,0,0,-4.96824803519758e-17,0,0.4444,0,0,4.16,0,0,0,0.00798999999999997,0,0.00193999999999999,0,0,0.00201999999999995,2.666,7,24
0,0,0,0,0,0,0.0479,0,0,0,0,0,0,0,0,0,0,0,3.22,0,1.05623333333333,-8.22536483369163e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0.0191999999999999,0,0,-1.41206490944512e-17,0.546,0.00383999999999988,0,1.75,7,14
0,0,0,-8.16985368246037e-16,0,0,0.03,0,0,0.95,0,0.3425,0,0,0.00419999999999993,0,0,0,2.85,0,0.95,-8.23924262149944e-16,-6.33104679792495e-16,0,0,0,0,0,0.0857999999999999,0,0,0,0,-7.07142677747186e-16,0,0.0208,0,-1.42767742072891e-17,-6.74460487459783e-17,0,0,0,0,0,0.95,0.2859,0,0,0.00772999999999996,0.172,0,0,0,0,1.263,5,24
0,0,1.49,0,0,0,0,0,0.0504,0,0,0,0,0,0,0,0,0,1.49,0,2.98,0,0,0.0208666666666666,0.0248999999999997,0,0,0,0,0,-4.7573056605188e-16,0,0,0,0,0,0,0,0,0,0.1487,0,0,0,1.49,0,-2.73392419813945e-17,0.0826999999999999,0,0.0941133333333333,0,1.069,0,0,1,1,13
0,0,0.1288,0,0.1261,0,-1.48492329543615e-17,0,0,0,0.00239999999999996,0,0,0,0,0,0,0,0.41,-1.27814425709971e-16,0,0,0,0.00869999999999991,0,0,0.0490999999999995,0,0,0,0,0,0,0,0.00559999999999993,0,0,-1.55084278752327e-17,0.0514999999999999,0,0,0,0,0,0.41,0.1835,0,0,0.109,0,0,0.054,0.00410999999999993,0,1.786,14,134
0,0.1264,0.2661,0,0,0.6,0.045,0,0,0.6,0,0.6,0.6,0,0,0,0,0,3.04,0,0,0,0.115,0,0,0.0103999999999999,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.00629999999999995,0,0,0,0,0.2764,3.04,0,0,0.094,0,0,0.094,0.189,0,1.976,15,83
0,-2.06501482580279e-16,0,0,0,0,0,0.0128999999999999,0,0,0,0,0,-1.8172963134333e-16,0,0,0,0,2.67363333333333,0,0,0,0,0,0,0,0,0,0.0457999999999999,0.0257999999999999,0,0,0,0,-6.6197047843275e-17,0,0.110566666666667,0,0,-4.9960036108132e-17,0,0,0,0,0,2.89,0,0.00909999999999994,0,0.188,0.00168999999999999,0.564,0,-7.37604421985338e-17,1,1,20.665
0.0519999999999999,0,0,0,0,0.0203,0,0,0,0,0,0.3565,0,0,0,0,0,0,3.84,0.0379999999999999,0,0,0,0,0,0,0,0,-9.4091401336982e-17,0,0,0,0,0,-7.31359417471822e-17,0,0,0,0,0,0,0,0.0435999999999999,0.1438,0,2.56,0,-8.84015083357781e-17,0.182,0.182,0,0,0,0,1,1,9
0,0,0,0,0,0,0,0,0,0,0,0,0.0319,0,0,0.00309999999999985,0,0,1.43,0,0,-9.29256671611256e-16,-7.41490202571526e-16,0,0,0.0353999999999998,0,0,0.0462999999999999,0,0,0,0,0,0,0.0168,0,0,0.054,-5.17641485231479e-17,0.169,0,0,0.0772,0.4405,1.91,0,0,0.000809999999999963,0.076,0,0.076,0,0,1.833,12,55.6233333333333
0,0,0,-9.1177065897341e-16,0,0,0,0,-4.8017145815038e-17,0,0,1.75,0,0,0,0.1056,0,0.0346999999999999,3.5,0,0,0,0,0.0279999999999999,0,0.00439999999999984,0.0963999999999996,0,0,0,0,0,0.0102999999999998,-6.03267436005694e-16,0,0,0,0,0,0.00559999999999995,0,0.2288,0,0.0375,0.87,1.75,-3.45036499371787e-17,0,0,0,0,0.259,0.00022999999999987,0,1.681,12,37
0.66,0.66,0.66,-6.10067552031524e-16,0,0,0.2393,0,0,1.33,0,0,0,0,0,0.66,0,0,3.33,0,2.66,0,0,0.0624,-3.56381590904675e-16,0,0,-6.26998453157057e-16,0,0,0,0,0.0136999999999998,0,0,0,-1.52933221642115e-16,0,0,0,0,0,0,0,0,0,0,0,0.000719999999999966,0,0,0.544378,0,0,2.487,17,97
0,0,0.0805,0,0,0,0,0,0,1,0,0,0,0,0.00579999999999992,0,0.0469999999999998,0,2,0.0130999999999999,0,0,0,0,0,0,0,0,0.0194999999999999,0,0,0,0,-5.79189474159136e-16,0,0,1,0,0.1818,0,0,0,0,0.3332,0,5,0,0,0,0,0,0,0,0.01159,2.413,15,70
0,0,0,0,0,0,0,-2.19962936753859e-16,0,0.0552999999999996,-5.93969318174459e-17,0,0,0,0,0.0164999999999998,0,0,2.94,0,0,0,0,0,0,0,1.0705,0,0,0,0,-5.06886199680423e-16,-1.27259314197659e-16,0,0,-5.03763697423665e-17,0,0.00399999999999999,0,0,0,0.0275999999999998,0,0,0,5.88,0,0,0,0.08705,0,0,0,-7.51482209793153e-17,1,1,8
0.065,0,0,0,0,0,0,0,0.0328,0,0,0.1937,0.2266,0,0,0.0499,0,0,4.1,0,0,0,0,0,0.0478999999999999,0,0,0,0.000999999999999922,0,0,0,0,0,0.00469999999999994,0.00649999999999997,0.68,0,0.1223,0.000899999999999954,0,0,0,0,0.68,3.42,0,0,0,0,0,0.109,0.218,0,2.92455,18.57,74
0,0,0,0,-2.77000644643977e-16,0,0,0,-4.66293670342566e-17,0,0,0,0.0366999999999999,0,0,0,0,0.0118999999999997,1.3402,0.1818,0.1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279999999999999,0,0,0,0,0.0575999999999999,0,0,0,5.12,0,0,0,0,0,0.248,0,0,1.1,2,11
0,0,0,0,0,0,0,0,0,1.44,0,0,0,0.0134999999999999,0,0,0,0,4.34,0,0,0,0,0,0,0.0151999999999998,0.117299999999999,0,0,0,0,0,0.0624999999999999,0,0,0,0,-1.72604985859692e-17,0.0496999999999999,0.0204,0,0,0.0307999999999999,0.0367,0,2.89,0,0,0,0,0,0.954,0,0,9.125,30.25,73
0,0,0.3227,-9.68392033229293e-16,0.1026,0,0,0,0,0,0,0.45,0,-1.91027749174566e-16,0,0,0,0,4.1,0,1.36,0,0,0.1472,0,0,0.1835,0,0,0,0,-5.64617796960931e-16,0.0520999999999998,0,0,0,0,0,0,-4.81559236931162e-17,0,0,0,0,0.45,0.91,0,0,0,0.219,0,0.18844,0,0,1.225,5,49
